,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
CPX-6321,2.7379034,-3.33009,-2.374091,2.79704,7.905138,1.0406512,-1.6385862,-3.4311202,0.52258325,1.4806619,-3.735687,2.9826455,0.02402699,-4.5168853,-7.888031,1.4198016,-5.3950267,-2.4021406,-5.319112,-1.9402263,2.155509,3.0259163,-3.0422456,1.9736546,3.945705,3.1724858,-0.24169746,0.76210517,-5.56424,2.0890865,-0.0612501,1.6178744
DAGLA,3.4421487,-2.936554,-1.2302732,6.1983814,8.706373,3.0569649,-0.7040923,-3.050708,-0.93156767,2.1961277,-6.3066645,6.7388854,2.0229027,-3.2197375,-10.501809,0.9377728,-4.442346,-6.0352044,-7.000851,-0.37579954,1.6219906,2.4724903,-6.1496997,1.6325456,4.8526435,5.933946,0.18046111,1.0439554,-9.014632,0.8390908,1.8727431,0.13532636
ADCY10,0.64967203,-4.078738,-1.3818101,5.354018,7.3692784,0.7148206,-2.3178859,-3.0496216,-4.5481057,4.4664946,-8.136932,6.7427998,-1.3670117,-8.777424,-9.362879,1.4624054,-5.902786,-4.7296114,-6.446071,-1.6470773,-0.3661752,4.7874455,-4.154908,-4.149159,0.13945262,5.8251076,1.7415532,-0.52563334,-5.874662,-2.7113347,0.32455945,0.06360963
ABHD12,2.402399,-3.6259274,-1.9375033,6.013365,9.563639,3.627081,-0.4160644,-5.2397866,0.67036164,0.8575983,-4.3744025,6.188015,1.0647933,-7.9520946,-11.068721,1.5990235,-5.07178,-4.6138725,-5.9490047,-4.371511,0.40380293,2.207679,-5.0006185,1.5689383,5.287765,3.3038154,-2.606802,-2.5070736,-7.7870574,2.895673,-1.3535783,2.1995046
RIMS1,2.5894647,-1.509404,-1.4782525,3.8421664,4.8178554,0.5370044,-2.3878515,1.8378837,-4.451152,2.9069278,-5.963195,4.588747,-0.8650018,1.2500278,-5.995455,-1.3341537,-4.2022123,-4.894294,-6.7464185,5.0034194,2.0915842,2.2160413,-4.207857,0.42361432,1.4192728,7.306132,3.9556482,4.673868,-5.7989025,-3.1665952,6.6983213,-2.0384498
CPX-2252,-3.3308983,-4.610152,-2.8957531,2.7881503,4.4974623,2.8278337,-2.0391474,-6.1086044,-2.776537,2.954191,-4.610224,-0.5484495,-3.7008684,-9.683914,-3.1542082,2.085622,-6.8159175,-3.2622883,1.1163465,-7.887628,-8.256876,2.739564,-0.23727912,-3.043445,-0.13875899,-2.1873436,-3.765777,-5.8415666,-0.5770845,0.51605165,-7.274873,4.925283
BLNK,1.3039161,-0.66348475,-2.0058744,0.85225695,2.5839455,1.1940486,-1.33547,-0.27771294,-0.5248939,0.60037875,-1.1595217,1.1184034,-0.4134153,-0.25233883,-2.958518,0.25382382,-3.0445669,-1.4987587,-3.0611427,-0.08225707,2.41889,2.7541332,-1.862327,2.8911464,2.4694629,1.7225055,0.50022763,2.1551769,-2.9271379,0.4395564,1.2039564,0.017112827
ATP6V1B1,1.760962,-4.038431,-2.5434608,3.7317586,8.295216,1.4574294,-1.6119254,-4.4616375,-0.30173853,2.057219,-4.6537404,3.758375,-0.6623289,-7.2018657,-8.750933,1.5717133,-6.1925445,-3.199186,-5.1076884,-3.4522533,0.5929338,3.123727,-2.931058,0.33980465,3.312512,2.7969491,-1.0933285,-1.1685417,-5.603761,1.7266549,-1.13532,2.476224
NEUROG3,1.3560904,-1.6280185,-1.3643005,3.2420378,5.1894445,1.6477406,-2.130242,-0.94980186,-2.4775405,1.8431091,-4.4178524,3.2083023,0.06177867,-1.3513553,-4.5367584,0.46422252,-4.317292,-4.7166805,-4.3544526,0.7999018,0.012930499,2.6386707,-3.2345226,1.4997429,2.7282019,3.9366384,0.55694264,1.213931,-4.741171,-0.8013478,1.7513903,-0.085235044
SLC4A1,1.5327184,-3.8569415,-2.444347,4.4061146,7.633328,2.0808537,-2.059886,-3.8937056,-0.7241373,2.0309525,-4.533511,4.0925107,-0.20171483,-7.0877466,-8.837084,1.092041,-5.7402644,-3.7394674,-5.5048976,-2.692345,0.6418672,3.2357342,-3.8019705,0.3077017,3.032046,3.8735678,-0.9986398,-0.41145617,-6.0144005,0.71734244,0.24754384,1.9143604
SLC9A1,2.3291981,-3.5956082,-2.0463912,3.6345637,8.203526,0.2610146,-1.8276387,-1.1423419,-2.4874177,2.6273112,-5.3179307,5.4592657,-0.7306365,-6.0102673,-8.5040045,0.846219,-6.4897037,-2.5808282,-7.0871663,0.39776346,3.6525092,2.7387753,-3.226986,0.07945554,2.4816673,5.142741,1.7636722,2.048779,-5.8332486,-0.9174473,2.3546972,0.83008146
CA3,1.764135,-3.3653796,-2.4637253,3.0102723,7.328284,1.6615275,-1.3572302,-1.8253862,-0.98342097,2.623422,-3.9187515,3.7077599,-0.48339272,-5.693093,-7.4156504,0.8505284,-6.267959,-2.1265824,-5.189662,-1.6186059,1.2730573,2.7161543,-2.886731,0.74016285,2.820961,3.221107,0.14421144,0.44929218,-5.339109,-0.26792976,-0.43412077,1.7289222
CA13,1.6245717,-3.7637713,-1.7505753,4.167304,7.7233977,2.1711044,-1.3899114,-3.1107318,-0.5826272,2.6759565,-4.7384605,3.8156807,0.45948625,-5.976437,-8.405115,1.1619086,-6.069855,-3.8642652,-4.8020916,-2.5492632,-0.56791836,2.8391445,-3.8558307,0.29928148,3.2397683,3.0354688,-0.84039843,-0.53432393,-6.052103,0.16396907,-0.81227666,2.4257107
CA7,1.9464405,-2.959619,-1.7406349,4.2952523,8.357217,2.6297703,-0.97197235,-3.607292,0.049921766,2.0274158,-3.9735336,3.7885096,0.4654249,-5.7783937,-8.276173,1.0504792,-5.318783,-3.2324653,-4.817168,-2.7693353,-0.23332348,2.3299835,-3.3981133,0.80995667,3.6147647,2.4009662,-1.4999921,-1.4545611,-6.153622,1.0790377,-0.90153193,2.0677423
PTPN1,-0.6196784,-2.5758488,-0.68282557,2.5196993,2.6679826,0.80948013,-2.0795913,-1.281945,-2.622513,2.1222494,-3.9538682,2.9744954,-0.0835508,-5.115831,-3.3529603,2.258809,-4.0285068,-3.4520202,-3.1460154,-1.5373392,0.70858824,3.1381955,-1.5816246,-0.09907754,0.6184418,2.2821631,-0.1959885,0.06965006,-1.9903493,-0.7745734,-0.819548,0.26124996
CA9,0.11987247,-1.7422701,-1.2346066,2.417271,4.902703,1.7172843,-1.654428,-0.5312654,-1.6910685,1.8676565,-3.378839,2.7782931,-0.15467921,-5.186891,-4.140207,1.6576697,-4.776275,-2.1576326,-3.8796854,-1.402082,1.6957498,2.6757936,-0.9196463,0.7400121,1.6426193,1.9033847,-0.79401207,-0.07131535,-3.0679615,-0.66803837,-0.21144171,0.6545547
CPX-1920,3.3577602,-6.43492,-1.6402609,3.2058635,8.31402,-0.08026496,-2.4030247,-4.7024536,-0.8345309,2.4858558,-5.002373,4.258176,1.5529262,-7.8113055,-9.323471,1.4985249,-5.3349743,-5.065544,-7.2103677,-2.8190858,1.9507301,3.1990385,-5.2495356,0.30592933,3.2724059,4.961528,1.1186934,1.3519866,-6.9670935,2.042987,0.6139121,2.131001
PLEKHM1,1.9283623,-2.410005,-2.0002308,2.3259466,5.804618,1.3185502,-1.714081,-3.1718931,0.38547438,0.66302985,-2.6697178,1.759228,-0.00074956194,-3.9783592,-5.46176,1.6991547,-4.5997224,-2.0074725,-3.8712008,-2.7533076,1.2287703,2.4270103,-1.834933,2.2406952,3.2890766,1.3088356,-1.2509816,-0.63722384,-3.810566,2.3987446,-1.11211,1.4686847
ARHGDIA,0.68360233,-1.0919269,-0.6961203,2.721967,3.4378219,1.0820718,-1.7749991,-0.7278954,-1.6491357,1.5115308,-3.6015983,2.962708,0.4121207,-2.6117432,-3.662811,1.225432,-3.42104,-2.922305,-3.9442968,0.52420175,1.6256369,2.5143461,-1.7303298,0.99678016,1.2802811,3.239296,0.33723247,1.1671035,-3.1031833,-0.62499213,1.8944931,-0.45541644
MIF,-0.19532283,-3.5611765,-2.5447361,1.8516347,4.177916,1.0173627,-1.3107363,-1.3378791,-1.8717322,2.5482812,-3.8197563,3.1278267,-0.31909287,-6.2513027,-5.004545,2.1848056,-5.4398713,-2.1127248,-3.4359865,-2.4333296,1.5546885,3.307054,-2.0653574,0.13600653,1.3874213,1.94504,0.23890737,0.3474757,-2.822713,-0.86673534,-2.5064256,1.2198025
CPX-627,0.092163436,-1.4740306,-1.7526081,0.5334151,0.86380494,0.79968965,-1.59594,0.28567386,-1.9292085,1.3603371,-1.6858758,1.346047,-0.4245842,-1.5353874,-1.9855405,0.92541414,-3.21021,-2.0910084,-2.6113596,-0.4597965,1.9977276,3.0912912,-1.6456748,1.7963665,1.2055776,1.6186874,0.8302567,2.112809,-1.626042,-1.0632755,0.06283748,-0.25130892
CD38,-0.2452034,-1.661389,-0.52847874,2.2209692,2.520007,1.0224392,-1.568389,-0.91759324,-1.9401969,1.2367666,-3.0368767,2.6070251,0.38162118,-3.5285895,-2.7444618,1.6797245,-2.60776,-2.8181584,-2.9137404,-1.1880758,1.1818699,2.7450416,-1.5884682,0.34270635,0.7329596,1.6274164,-0.44524541,0.03142406,-1.8957807,-0.35717732,-0.783859,-0.39333293
CPX-742,0.6430106,-1.3856032,-2.046986,-0.050664585,1.1765292,0.7155638,-1.1682531,0.6035644,-1.3267397,1.0991024,-1.319932,1.3623086,-0.4112571,-1.3543987,-2.5266511,0.8694047,-3.3576374,-1.0817616,-3.06192,-0.44517317,3.3864102,3.199574,-1.6598976,2.21969,1.6404878,1.6185936,1.2798376,2.6400156,-2.1036382,-0.7413652,0.08698128,-0.1581179
FLT3,-0.787374,-0.8572538,-1.2872118,0.8675244,1.1452743,1.1008581,-2.05782,0.87048686,-2.5647712,1.5291699,-2.0577333,1.2978942,-0.43942595,-2.3099174,-0.6235659,1.3445761,-3.2918382,-2.3250513,-2.3917313,-0.5106374,1.3886548,2.772563,-0.37942055,1.4227707,0.7445384,0.8961873,-0.027592955,1.2102913,-0.7823381,-1.3989251,-0.03550037,-0.59832394
MBD4,-1.2894651,-0.93159634,-2.298305,1.598483,2.383039,2.5573373,-2.5035214,-1.6604581,-2.767531,1.8358537,-2.4228702,-1.0510858,-2.5333912,-3.182647,0.48988932,0.03667871,-4.4075108,-2.794729,-0.039077684,-2.8385236,-4.720416,2.3510485,0.32159835,0.4550199,1.1036384,-1.3629645,-2.2218246,-2.3122883,-0.87365174,-0.35242057,-2.0631175,1.190223
IL1RN,0.4075859,-2.2358527,-1.6103272,1.3007541,2.6177802,0.9061077,-1.4643093,-0.8250361,-1.1850238,1.3789269,-2.3928952,2.319403,0.13348347,-3.4520257,-3.5263677,1.692833,-3.5507185,-2.1132832,-3.224293,-1.352804,2.1887705,3.028634,-1.9240297,1.3793522,1.5330507,1.7327776,0.3111503,0.9920478,-2.4025397,-0.10125768,-1.0789257,0.06764481
TYROBP,1.4775186,-2.938381,-1.9546758,1.7468385,3.6069188,0.5155951,-1.7088464,-0.5583207,-1.6584406,1.9901471,-3.469604,3.0961387,0.06051658,-2.6440632,-5.0634604,1.2256333,-4.479133,-2.5100627,-4.505157,0.08099006,3.1494765,3.3361425,-3.1686382,1.6409626,2.035193,3.7484217,1.7785283,2.9847565,-3.9070609,-0.31701496,0.74061614,0.13018425
IL7,-0.21016823,-0.70058334,-1.3352776,0.506895,1.3852234,1.0149246,-1.6871377,1.0008231,-1.9669893,1.2378529,-1.6649032,1.222953,-0.37406594,-1.8099407,-1.0673261,1.0999852,-3.1473176,-1.6486288,-2.6769547,-0.17069647,2.2774475,2.6181657,-0.42207885,1.7050596,0.9914153,1.0338093,0.2789417,1.5436809,-1.2238716,-1.165669,0.44916376,-0.5260188
CD27,0.9039612,-1.2380697,-1.9365212,0.24789624,1.707056,0.7685024,-1.1356919,0.2677314,-0.96196705,0.9881782,-1.3404585,1.2084593,-0.3093354,-1.0098914,-2.666951,0.6839363,-3.0589166,-1.1445308,-2.9305573,-0.21240336,2.9706364,2.77713,-1.6110225,2.1545312,1.6810719,1.6147625,1.0410022,2.305444,-2.299108,-0.19470312,0.416014,-0.0015157182
IRF8,-1.119145,-1.1120759,-0.62358296,1.2808008,0.10890716,0.6987863,-1.957711,0.7051277,-2.8171403,1.3110187,-2.3376002,1.82778,0.012826733,-2.2961009,-0.58474976,1.7998486,-2.5486057,-2.57705,-2.2171094,-0.2963622,1.9295039,2.780815,-0.62878716,0.74690855,0.028145652,1.1249785,0.11993798,1.2258872,-0.40086344,-1.4846799,-0.27289477,-0.98405105
CPX-5995,-0.68447924,-1.0530709,-0.40531594,1.5173365,0.8559961,0.79790705,-1.846262,0.66494805,-2.5276413,1.2995344,-2.4892917,2.1775603,-0.08332202,-2.6524231,-1.4258775,1.674274,-2.8751218,-2.3733885,-2.7057166,-0.14682059,2.1919837,2.8027163,-0.6208008,0.67664146,0.26309356,1.6106722,0.16407645,1.0965638,-0.9890716,-1.450357,0.31215087,-0.962015
CPX-5996,-0.6226474,-0.86896867,-0.048968975,1.8163135,0.76034266,0.7061372,-1.7834709,0.3488915,-2.4178562,1.0264715,-2.521138,2.29808,-0.009699356,-2.4801128,-1.4349235,1.6023746,-2.4115872,-2.5581489,-2.7256787,-0.12235754,2.0111854,2.7631087,-0.78212744,0.49519917,0.1802117,1.5967182,-0.017886918,0.75801176,-0.93381864,-1.2156126,0.3498408,-1.1807467
CPX-5997,-0.6290668,-0.8449976,-0.13714473,1.6553252,0.71153915,0.7609765,-1.7415117,0.3461021,-2.3295615,0.9579456,-2.325327,2.07037,-0.107472196,-2.3707051,-1.294034,1.5675204,-2.4338706,-2.4315248,-2.5601015,-0.225481,1.9289528,2.7767086,-0.72412753,0.6084001,0.28301486,1.4451758,-0.075973466,0.7447536,-0.8877615,-1.1534482,0.19686556,-1.0891801
CPX-5998,-0.752653,-1.1064898,-0.33011428,1.5400026,0.7078007,0.7329337,-1.8148214,0.6172372,-2.5143695,1.2694333,-2.4775958,2.268661,-0.009445228,-2.7776387,-1.4140292,1.7946959,-2.7632565,-2.3576996,-2.6770632,-0.22008315,2.3019724,2.8413272,-0.65306425,0.5762452,0.16189814,1.5862536,0.15637147,1.0623012,-0.8888516,-1.4304514,0.16034539,-1.0160553
CPX-5999,-0.9407768,-0.99993664,0.043525238,1.8516855,0.40757185,0.6036504,-1.8414919,0.5054142,-2.6309273,1.1277487,-2.6343815,2.4295292,0.11669494,-2.7368937,-1.1429542,1.8579284,-2.3951015,-2.607932,-2.5828023,-0.06117529,2.1232672,2.7041311,-0.61266816,0.25365943,-0.14182778,1.5568666,0.004452519,0.77238995,-0.59089595,-1.4368877,0.20339744,-1.2863789
CPX-6000,-0.30012792,-0.60917795,-0.5137875,1.3034594,1.2366161,1.0173929,-1.6638721,0.45110753,-2.034697,0.8691791,-1.9634296,1.6999916,-0.37664056,-2.0758464,-1.4560883,1.2885296,-2.8512053,-2.0539849,-2.6670382,-0.2617002,2.0231102,2.7671878,-0.6025113,1.1456947,0.79100895,1.3468628,-0.14494346,0.9321886,-1.2404833,-1.051959,0.35089162,-0.78614885
CPX-6001,-0.56674063,-0.830935,-0.41987386,1.3963273,0.9223437,0.89760876,-1.7460635,0.55642515,-2.327263,1.0919327,-2.2592719,1.9285843,-0.21671426,-2.4534147,-1.3490572,1.5270072,-2.8054063,-2.2062247,-2.643822,-0.28912175,2.11415,2.8369555,-0.58210063,0.8390077,0.45462856,1.4048753,-0.0031222347,0.95012057,-1.0210038,-1.2601215,0.23613322,-0.8935399
CPX-6002,-0.78608584,-0.55841666,-0.3679032,1.1803576,0.69866943,0.9472516,-1.6430368,0.30309963,-1.913852,0.7022872,-1.6985445,1.5565844,-0.13440998,-2.5928547,-0.75705314,1.6763041,-2.4223523,-1.9471031,-2.2516255,-0.74559355,2.007659,2.6943696,-0.1940642,1.0197839,0.4443726,0.6836111,-0.58529395,0.46484077,-0.470089,-0.87056744,-0.35089082,-0.8553399
CPX-6003,-0.9314642,-1.1377897,-0.23941945,1.659008,0.5453035,0.71901745,-1.8784811,0.5206729,-2.6457727,1.2933141,-2.5768037,2.2499783,0.01972962,-2.8646326,-1.2406074,1.8473928,-2.6369424,-2.5856287,-2.521026,-0.3351907,1.9861773,2.8682296,-0.6799088,0.46442,0.044179656,1.5031017,0.060037017,0.88912547,-0.7185901,-1.4234499,-0.022839654,-1.055681
CPX-6004,-0.9716861,-1.1392199,-0.14715771,1.744655,0.47318333,0.6631016,-1.8815489,0.50495106,-2.6621516,1.2761524,-2.633916,2.3350077,0.073559105,-2.8735693,-1.2532855,1.8851279,-2.5467012,-2.6459236,-2.5460138,-0.27709684,2.016888,2.8554866,-0.69111437,0.3747234,-0.055004008,1.5456868,0.06506067,0.8600877,-0.6770934,-1.4266273,0.03431405,-1.127952
CPX-6005,-0.5573412,-0.7878736,-0.1451835,1.6539508,0.8706079,0.7997697,-1.7319998,0.3890576,-2.2981017,0.98391527,-2.360137,2.119284,-0.08037371,-2.399258,-1.3950161,1.5698206,-2.508261,-2.3929138,-2.6661193,-0.20186618,2.0134408,2.7457542,-0.68424827,0.64681864,0.3210462,1.4766451,-0.077821605,0.7623267,-0.9820828,-1.1610246,0.30029067,-1.0720676
CPX-6006,-1.1389707,-1.2537141,-0.023831077,1.8913999,0.1573652,0.57730937,-1.9593405,0.37176928,-2.8178716,1.279372,-2.7026415,2.3780296,0.094848305,-2.8894877,-1.1155249,1.9361327,-2.3579884,-2.8944464,-2.3700252,-0.33851206,1.7507894,2.8770244,-0.78565234,0.1676054,-0.22903183,1.527383,0.04597722,0.75112,-0.49115124,-1.4706813,-0.10982716,-1.223576
CPX-6007,-0.7546282,-0.9828623,-0.36342025,1.4408009,0.64398,0.7764631,-1.7692415,0.4966521,-2.4161422,1.1089022,-2.3008485,2.0027022,-0.1066284,-2.6264436,-1.1706885,1.6945039,-2.649885,-2.3093348,-2.50412,-0.3642344,2.0768094,2.8194292,-0.6026589,0.68435675,0.26509205,1.3259311,-0.009343026,0.9029398,-0.7673057,-1.2759496,-0.0030691568,-0.9619028
CPX-6008,-1.003089,-1.0327027,-0.020327978,1.7684308,0.24943517,0.654146,-1.8442811,0.28904557,-2.5670736,1.0517442,-2.4395103,2.1853726,0.016414624,-2.703173,-1.003179,1.8342136,-2.2905722,-2.6470094,-2.3298059,-0.39291382,1.7880291,2.7981985,-0.656369,0.32856947,-0.064729586,1.3183252,-0.13604361,0.61234343,-0.48639444,-1.2896031,-0.14938731,-1.1914781
CPX-6009,-0.7766398,-1.0749973,-0.20245019,1.6419497,0.5619541,0.68962085,-1.7998455,0.3835074,-2.4757671,1.1091578,-2.4406967,2.1824987,-0.06754863,-2.6758444,-1.3175408,1.7375281,-2.5546052,-2.479742,-2.5465078,-0.31233993,2.0301142,2.8628404,-0.7256924,0.4830586,0.13268018,1.4792668,0.016531024,0.8387513,-0.7778674,-1.2952857,0.039820183,-1.0715455
CPX-6010,-0.73611546,-0.7989352,0.031198375,1.7931305,0.6161362,0.7145737,-1.7465332,0.30480748,-2.3320854,0.9227254,-2.3932548,2.2260182,0.06305056,-2.5182874,-1.2042916,1.6949826,-2.2740245,-2.4901474,-2.5720131,-0.21780474,1.9817579,2.6918504,-0.61691135,0.4828758,0.09744344,1.4100885,-0.17471027,0.61594766,-0.74214697,-1.1395258,0.17469813,-1.2124524
CRYGC,-0.6090715,-1.2701707,-1.110188,1.0437167,2.359793,1.150757,-1.7685909,1.2281233,-2.2755456,1.7825601,-2.6632905,2.15885,-0.12131916,-3.801536,-1.8759422,1.9608223,-4.1095653,-1.4917548,-3.1689463,-0.42118168,2.8691118,2.8891943,-0.0872266,1.2052612,0.73381513,1.6076872,0.13560751,1.2684207,-1.4332268,-1.5830133,-0.018021144,-0.29585442
MERTK,-1.121409,-4.918658,-1.4287432,5.959533,5.998564,1.3250706,-2.6960034,-3.562839,-4.6783695,4.9709435,-7.824194,6.4985585,-1.2157125,-12.55899,-8.569417,1.8917242,-7.2106056,-5.499204,-5.5270867,-3.0164335,-0.64257276,4.855051,-2.7967703,-4.2159185,-1.6364543,5.283842,0.5881864,-1.4041144,-4.4405265,-2.8312676,-0.27525082,1.4454011
RAG1,-0.47763327,-1.1464857,-1.2089257,1.1159139,2.132309,1.2235776,-1.7027642,0.28287104,-2.0033188,1.3722305,-2.3717425,1.5462788,-0.34350282,-3.2637389,-1.5948238,1.5923877,-3.6432323,-1.6775125,-2.5726953,-0.9104141,1.8586915,2.6205862,-0.16639546,1.0801065,0.7957111,0.8564385,-0.2900828,0.6496035,-1.3123002,-0.8730426,-0.33338627,-0.017614532
NOD2,-0.8914046,-1.149045,-0.61985856,1.3378723,0.88588923,0.93910915,-1.7402723,0.07304232,-2.175634,1.1595701,-2.1515017,1.7520324,-0.028177004,-2.832504,-1.1176087,1.9509221,-2.7419205,-2.330752,-2.1744142,-0.91127056,1.6736175,2.7142787,-0.59013003,0.88291687,0.50590736,0.9626964,-0.42580354,0.6092493,-0.6958753,-0.94327337,-0.8767801,-0.5658998
CPX-6482,-0.68124914,-1.45137,0.06579917,2.495853,1.1359646,0.6735005,-2.0693614,-0.33185714,-2.725766,1.573535,-3.3334582,2.7966988,0.38393337,-3.0487993,-1.5293076,2.0420566,-2.6243777,-3.4239151,-2.7284293,-0.27670187,1.2557316,2.649716,-1.1083393,0.2176959,0.022240698,1.9790963,0.058125593,0.7802293,-1.0752723,-1.0832824,0.31540036,-1.1087422
CPX-6581,-0.42781925,-1.665329,-0.0717226,2.521219,1.451178,0.65433437,-2.0090551,-0.51956135,-2.5764399,1.5661079,-3.3908105,2.869549,0.4732008,-3.0816803,-1.926151,1.869147,-2.642708,-3.45147,-2.9251196,-0.26059598,1.3320575,2.6373634,-1.446957,0.24832734,0.20340714,2.1816666,0.20709848,0.90819293,-1.407425,-0.9593861,0.4546512,-0.92899805
AXL,-0.7754314,-1.3640476,-1.0009708,1.3260857,1.2807949,0.8157929,-2.15416,0.8287149,-2.8710978,1.8128911,-2.762005,2.1401958,-0.00880467,-2.9870672,-1.1998398,1.8014346,-3.404769,-2.5777974,-2.9448514,-0.25373638,1.9785103,2.7759945,-0.70219684,0.9913626,0.44110814,1.584293,0.33639807,1.4521273,-0.9759836,-1.6759479,0.22243306,-0.77445155
IL7R,-0.21232103,-1.4583181,-0.1614869,2.1500401,1.6730716,0.68201625,-1.8229705,-0.1101309,-2.326927,1.4917759,-3.1455805,2.7659345,0.4627688,-2.705757,-2.201861,1.8050256,-2.7012045,-3.1296234,-3.1133022,-0.21110159,1.9148107,2.876288,-1.4465518,0.5723216,0.44444808,2.2258973,0.35606506,1.2066238,-1.6332518,-0.9620434,0.4246044,-0.992934
TLR8,0.45010012,-1.6713182,-1.732339,0.58490187,1.4642804,0.82320446,-1.4199448,-0.17612873,-1.4235764,1.0418457,-1.6777459,1.5357331,-0.11747129,-2.002481,-2.367225,1.3566834,-3.1736581,-1.6152304,-2.900497,-0.8299386,2.7392786,2.9178948,-1.6538012,1.9215809,1.595904,1.4207858,0.6232852,1.8115603,-1.8819641,-0.36750433,-0.56014144,-0.088531375
CD19,-0.90965843,-1.8972931,-0.5430088,1.7327247,0.98323435,0.52393454,-1.911581,-0.40346193,-2.3754036,1.4045247,-2.7696397,2.158224,0.242696,-3.6917005,-1.6393932,1.9149171,-2.6233346,-2.9358141,-2.4502008,-1.0646064,1.446195,2.9539883,-1.1082436,0.23327997,0.08438156,1.4405487,-0.017019246,0.62478054,-0.88223207,-0.9201541,-0.5832063,-0.48195627
IL17RA,0.7129917,-1.0334738,-1.8102632,-0.15800312,0.92166847,0.70239705,-1.0031195,0.949481,-1.1745402,0.88778454,-0.88817155,1.2865508,-0.17724207,-0.8413101,-1.8813697,1.1623534,-2.9770572,-0.55720884,-2.8749309,0.017189354,3.9693668,2.6947467,-1.1561438,2.3132238,1.6064239,1.2238781,1.0530156,2.6456997,-1.6530504,-0.588534,0.027424801,-0.4594861
CPX-383,0.6938698,-1.0728217,-1.7714945,0.6208099,1.9350888,1.1437114,-1.2839035,0.0759025,-1.0678247,0.83793455,-1.3662888,1.4115372,-0.24191867,-1.3714352,-2.6608772,0.8167859,-3.1371331,-1.5604273,-3.075696,-0.59865505,2.693788,2.8594553,-1.6011667,2.2355738,1.9316316,1.3792406,0.39872313,1.7741835,-2.345648,-0.26146698,0.07399832,-0.08825581
HLA-DRB1,1.3234793,-2.3227265,-1.4997495,1.7962549,3.4793253,0.97673565,-1.5697421,-1.5416112,-0.91399944,1.3867224,-2.89651,2.2457678,0.026959863,-2.471766,-4.399979,1.200184,-3.9079704,-2.7462652,-3.6539788,-0.6502898,1.7112058,2.9104831,-2.5469413,1.7821445,2.1827648,2.7543745,0.6564717,1.4525344,-3.4106839,0.4400435,0.3664349,0.44987845
CPX-6582,0.33293074,-1.6957608,-0.16478357,2.7118287,2.3956332,0.6187474,-1.9164835,-0.7220029,-2.3257551,1.6610204,-3.7025015,3.2340052,0.61108017,-2.6478744,-2.9349444,1.5685297,-2.8232841,-3.6108766,-3.6400936,0.11993699,1.579152,2.7204833,-2.1217206,0.5105179,0.7380558,2.969801,0.6734735,1.4398907,-2.3365598,-0.8242308,1.2482111,-0.8782609
CPX-6603,-0.22242811,-1.4761064,0.0037229029,2.343293,1.7423848,0.62781465,-1.9008623,-0.21948503,-2.3675928,1.4911908,-3.2997847,2.9405112,0.6183201,-2.785361,-2.1566658,1.8612614,-2.5457308,-3.303959,-3.194069,-0.12100541,1.8762338,2.7578304,-1.4676104,0.4538203,0.3822929,2.2406123,0.2847363,1.10206,-1.5374538,-0.9022889,0.5542257,-1.0771848
FASLG,-0.6633141,-1.6257685,-1.3464705,1.0495338,1.6036911,1.014992,-1.9299476,0.53802365,-2.4641085,1.7973882,-2.6417465,1.8425891,-0.23963664,-3.447981,-1.6513628,1.7855979,-3.7475498,-2.088047,-2.70774,-0.85665077,1.894518,2.981437,-0.67383987,1.0037814,0.6725272,1.3636866,0.20165583,1.2011688,-1.2073867,-1.4227891,-0.5140537,-0.15310718
FCGR3A,-1.1752232,-1.8788855,-0.08400767,2.0105848,0.68903786,0.38371944,-1.9550978,-0.36948824,-2.567725,1.4205687,-2.964194,2.439469,0.41626674,-3.9699445,-1.4451721,2.1809812,-2.3726623,-3.1905217,-2.3831291,-0.9775517,1.436916,2.8399632,-0.95165086,-0.15241167,-0.35177463,1.4896462,-0.11575692,0.41072184,-0.51982915,-1.0781922,-0.59212166,-0.766971
CD40LG,-0.25892347,-1.9510986,-1.3894244,0.94024795,0.97963333,0.5337827,-1.743983,0.24586745,-2.2121253,1.558859,-2.3734694,1.95062,-0.03997752,-2.5335789,-2.0156662,1.6127315,-3.1859877,-2.1625664,-2.740875,-0.50420237,2.3476024,2.9365168,-1.4722102,1.104484,0.70166516,1.7008677,0.8530946,1.8376058,-1.3891953,-1.104769,-0.3090543,-0.31656322
CSF3R,0.0838702,-0.40754965,-1.5747501,0.22453135,1.1938362,0.97820735,-1.752198,0.53185755,-1.6884599,0.7848593,-1.0233928,0.4415542,-0.6506885,-0.7275848,-0.5296039,0.5297426,-2.6843948,-1.8235815,-2.3983278,-0.33997783,1.5649816,2.4695082,-0.5334251,2.1389875,1.3709649,0.3416924,0.030238688,1.4476645,-1.0826643,-0.49478891,0.42638886,-0.5206786
CPX-833,-0.16650432,-1.1476946,-1.2724059,0.8831636,1.1053228,0.8294682,-1.622074,0.016102707,-1.942716,1.1363063,-1.8603367,1.4306502,-0.5226377,-1.7723571,-2.070034,1.0143721,-3.0445032,-2.2689035,-2.5639994,-0.6555899,1.5271266,3.0934074,-1.4712267,1.4438043,1.0758215,1.5280871,0.31778336,1.4036292,-1.5213356,-0.8882039,-0.012322333,-0.2801731
